id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1083869790018637824,1083869790018637824,1547249669000,2019-01-12,01:34:29,?aeianei? ?na GTB,1079169575017689090,depressediniowa,DepressedThoughts,,"I hate myself and don't want to die. I'm also just not motivated to better myself. Some would call that laziness, I call it not giving a shit that I hate myself. #depression #depressed #depressedthoughts",[],[],[],0,0,0,"['#depression', '#depressed', '#depressedthoughts']",[],https://twitter.com/DepressedinIowa/status/1083869790018637824,False,,0,,,,,,,"[{'user_id': '1079169575017689090', 'username': 'DepressedinIowa'}]",,,,
1083516703768760325,1083516703768760325,1547165487000,2019-01-11,02:11:27,?aeianei? ?na GTB,1079169575017689090,depressediniowa,DepressedThoughts,,The government is shutdown? Now federal employees know how my life feels. Work hard and get Jack squat. I need a new job. #depressed #depression #depressedthoughts,[],[],[],0,0,0,"['#depressed', '#depression', '#depressedthoughts']",[],https://twitter.com/DepressedinIowa/status/1083516703768760325,False,,0,,,,,,,"[{'user_id': '1079169575017689090', 'username': 'DepressedinIowa'}]",,,,
1080360273557491712,1080360273557491712,1546412935000,2019-01-02,09:08:55,?aeianei? ?na GTB,1079169575017689090,depressediniowa,DepressedThoughts,,"I wish people would quit believing in me.

It just makes the list of people I will disappoint that much longer.

Not to mention the list of people I have already disappointed.

Just let me disappoint myself.

#depression #depressed #depressedthoughts",[],[],[],0,0,0,"['#depression', '#depressed', '#depressedthoughts']",[],https://twitter.com/DepressedinIowa/status/1080360273557491712,False,,0,,,,,,,"[{'user_id': '1079169575017689090', 'username': 'DepressedinIowa'}]",,,,
1079889364358975494,1079889364358975494,1546300662000,2019-01-01,01:57:42,?aeianei? ?na GTB,1079169575017689090,depressediniowa,DepressedThoughts,,"I am afraid of death.

I don't want to die.

Yet this still does not motivate me to do things I enjoy.

Die happy, or die sad.

Either way, you die so what's the point?

#depression #depressed #depressedthoughts",[],[],[],1,0,1,"['#depression', '#depressed', '#depressedthoughts']",[],https://twitter.com/DepressedinIowa/status/1079889364358975494,False,,0,,,,,,,"[{'user_id': '1079169575017689090', 'username': 'DepressedinIowa'}]",,,,
1079636458191900674,1079636458191900674,1546240364000,2018-12-31,09:12:44,?aeianei? ?na GTB,1079169575017689090,depressediniowa,DepressedThoughts,,"Another year almost done.
Another year of failure.
Another year closer to death.
#depression #depressed #depressedthoughts",[],[],[],0,1,4,"['#depression', '#depressed', '#depressedthoughts']",[],https://twitter.com/DepressedinIowa/status/1079636458191900674,False,,0,,,,,,,"[{'user_id': '1079169575017689090', 'username': 'DepressedinIowa'}]",,,,
1079172154879549440,1079172154879549440,1546129666000,2018-12-30,02:27:46,?aeianei? ?na GTB,1079169575017689090,depressediniowa,DepressedThoughts,,"One day, there will be a movie I will really want to see, but I will die before it gets released in theaters. #depression #depressed #depressedthoughts",[],[],[],0,0,0,"['#depression', '#depressed', '#depressedthoughts']",[],https://twitter.com/DepressedinIowa/status/1079172154879549440,False,,0,,,,,,,"[{'user_id': '1079169575017689090', 'username': 'DepressedinIowa'}]",,,,
1202347622301872129,1202347622301872129,1575496986000,2019-12-05,00:03:06,?aeianei? ?na GTB,3157905669,drjameszender,Dr. James F. Zender,,"""Tears come from the heart and not the brain."" A sentiment that still rings true.  #depressed #depression pic.twitter.com/0YtUP2zgKS",[],[],['https://pbs.twimg.com/media/EK-YyjqWsA0gZhO.jpg'],0,0,0,"['#depressed', '#depression']",[],https://twitter.com/drjameszender/status/1202347622301872129,False,,0,,,,,,,"[{'user_id': '3157905669', 'username': 'drjameszender'}]",,,,
1197545735383920646,1197545735383920646,1574352127000,2019-11-21,18:02:07,?aeianei? ?na GTB,3157905669,drjameszender,Dr. James F. Zender,,Grief is different from depression. #depression #depressed  pic.twitter.com/QGtHJr6EY8,[],[],['https://pbs.twimg.com/media/EJ6Jf8QWoAAuId5.png'],0,1,1,"['#depression', '#depressed']",[],https://twitter.com/drjameszender/status/1197545735383920646,False,,0,,,,,,,"[{'user_id': '3157905669', 'username': 'drjameszender'}]",,,,
1197153667574571009,1197153667574571009,1574258651000,2019-11-20,16:04:11,?aeianei? ?na GTB,3157905669,drjameszender,Dr. James F. Zender,,How would you describe depression? #depression #depressed #mentalhealth pic.twitter.com/AXlfCkFBse,[],[],['https://pbs.twimg.com/media/EJ0k6mUXkAEObQb.png'],1,3,3,"['#depression', '#depressed', '#mentalhealth']",[],https://twitter.com/drjameszender/status/1197153667574571009,False,,0,,,,,,,"[{'user_id': '3157905669', 'username': 'drjameszender'}]",,,,
1194617348004728833,1194617348004728833,1573653945000,2019-11-13,16:05:45,?aeianei? ?na GTB,3157905669,drjameszender,Dr. James F. Zender,,What is the hardest thing about depression for you? #depression #depressed  pic.twitter.com/C28f2ITbLe,[],[],['https://pbs.twimg.com/media/EJQiJXKWkAUoQr0.png'],0,0,1,"['#depression', '#depressed']",[],https://twitter.com/drjameszender/status/1194617348004728833,False,,0,,,,,,,"[{'user_id': '3157905669', 'username': 'drjameszender'}]",,,,
1194315265418440705,1194315265418440705,1573581923000,2019-11-12,20:05:23,?aeianei? ?na GTB,3157905669,drjameszender,Dr. James F. Zender,,Until you've had depression ... #depression #depressed #MentalHealth pic.twitter.com/RpPoEMNOO6,[],[],['https://pbs.twimg.com/media/EJMPZ2DWsAA36cv.png'],0,0,2,"['#depression', '#depressed', '#mentalhealth']",[],https://twitter.com/drjameszender/status/1194315265418440705,False,,0,,,,,,,"[{'user_id': '3157905669', 'username': 'drjameszender'}]",,,,
