,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest,mod_text
0,1078690421700648960,1078690326594740224,1546014812000,2018-12-28,18:33:32,?aeianei? ?na GTB,717269822011088896,isgcpa_,I N G R I D 🐘,,I almost repeat a subject. I lost interest in doing the things I used to love. I couldn't explain all the emotional breakdowns I've been through this year. There are just moments where the only thing that's left for me to do is pray and let God do the healing.,[],[],[],1,0,0,[],[],https://twitter.com/isgcpa_/status/1078690421700648960,False,,0,,,,,,,"[{'user_id': '717269822011088896', 'username': 'isgcpa_'}]",,,,,I almost repeat a subject. I lost interest in doing the things I used to love. I couldn't explain all the emotional breakdowns I've been through this year. There are just moments where the only thing that's left for me to do is pray and let God do the healing.
2,1075739594530975744,1075739594530975744,1545311280000,2018-12-20,15:08:00,?aeianei? ?na GTB,16876752,tonynoland,King of Tωitter,,"In November, I wrote 54,000 words for #nanowrimo2018. It's a good start on a first draft of a promising novel.

I have barely touched it since Nov 30. Not because I lost interest, but because I've spent December doing all the things I set aside in November to do NaNo.",[],[],[],2,0,5,['#nanowrimo2018'],[],https://twitter.com/TonyNoland/status/1075739594530975744,False,,0,,,,,,,"[{'user_id': '16876752', 'username': 'TonyNoland'}]",,,,,"In November, I wrote 54,000 words for . It's a good start on a first draft of a promising novel.

I have barely touched it since Nov 30. Not because I lost interest, but because I've spent December doing all the things I set aside in November to do NaNo."
5,1073393501310738432,1073393501310738432,1544751928000,2018-12-14,03:45:28,?aeianei? ?na GTB,1063255247475359744,f0xd3ad,D3AD_F0X,,"Been getting a little lazy doing things. Lost interest in 3 projects already by today... Specifically since one of my friends have the possibility to be moving soon. Anyway, I'm gonna be focused on a few main projects, so don't worry about those.",[],[],[],0,0,0,[],[],https://twitter.com/F0xD3ad/status/1073393501310738432,False,,0,,,,,,,"[{'user_id': '1063255247475359744', 'username': 'F0xD3ad'}]",,,,,"Been getting a little lazy doing things. Lost interest in 3 projects already by today... Specifically since one of my friends have the possibility to be moving soon. Anyway, I'm gonna be focused on a few main projects, so don't worry about those."
7,1071739379628957697,1071739379628957697,1544357554000,2018-12-09,14:12:34,?aeianei? ?na GTB,3260118638,hoxeokie,kris //,,ive been feeling a lil bit down lately because i realised that i dont enjoy doing some things??? like ive jst lost interest in so many things and its sad because i remember it made me so Happy but yea anyway thats depression for ya i guess,[],[],[],7,11,107,[],[],https://twitter.com/hoxeokie/status/1071739379628957697,False,,0,,,,,,,"[{'user_id': '3260118638', 'username': 'hoxeokie'}]",,,,,ive been feeling a lil bit down lately because i realised that i dont enjoy doing some things??? like ive jst lost interest in so many things and its sad because i remember it made me so Happy but yea anyway thats depression for ya i guess
8,1071405706602000384,1071405706602000384,1544278000000,2018-12-08,16:06:40,?aeianei? ?na GTB,986016048204873729,babylmdying,super sad™,,How am I supposed to answer depression quiz questions where they ask if you've lost interest in things when like.... I'm seriously not doing anything... like when they ask if you can't concentrate... I'm like.... I have nothing to concentrate on????,[],[],[],0,0,0,[],[],https://twitter.com/BabylmDying/status/1071405706602000384,False,,0,,,,,,,"[{'user_id': '986016048204873729', 'username': 'BabylmDying'}]",,,,,How am I supposed to answer depression quiz questions where they ask if you've lost interest in things when like.... I'm seriously not doing anything... like when they ask if you can't concentrate... I'm like.... I have nothing to concentrate on????
9,1071049879701471232,1071049879701471232,1544193165000,2018-12-07,16:32:45,?aeianei? ?na GTB,1067780450800685058,jjin_nie,♏,,I never knew I can lost interest in things I used to love doing.,[],[],[],0,0,0,[],[],https://twitter.com/jjin_nie/status/1071049879701471232,False,,0,,,,,,,"[{'user_id': '1067780450800685058', 'username': 'jjin_nie'}]",,,,,I never knew I can lost interest in things I used to love doing.
10,1070954853784989696,1070954853784989696,1544170509000,2018-12-07,10:15:09,?aeianei? ?na GTB,550553411,papitrey__,Prince👑™,,"I've been doing me and focusing on myself. In October I had a wake up call and I started to be more focused. I've lost a lot of interest in a lot of things up to this day, but I know it's for my own good.",[],[],[],0,0,0,[],[],https://twitter.com/PapiTrey__/status/1070954853784989696,False,,0,,,,,,,"[{'user_id': '550553411', 'username': 'PapiTrey__'}]",,,,,"I've been doing me and focusing on myself. In October I had a wake up call and I started to be more focused. I've lost a lot of interest in a lot of things up to this day, but I know it's for my own good."
11,1070698173004435457,1069974496134684672,1544109311000,2018-12-06,17:15:11,?aeianei? ?na GTB,705410812995887106,arabella_vidal,ArabellaVidal,,"Some things do come with instinct. Then there's star power, combined with ability, that let's her overcome the inanity of the script. Heady has been doing far longer, with better projects in her past, than Clarke.  I also felt,round about season 4/5 that Clarke had lost interest.",[],[],[],1,0,1,[],[],https://twitter.com/arabella_vidal/status/1070698173004435457,False,,0,,,,,,,"[{'user_id': '705410812995887106', 'username': 'arabella_vidal'}]",,,,,"Some things do come with instinct. Then there's star power, combined with ability, that let's her overcome the inanity of the script. Heady has been doing far longer, with better projects in her past, than Clarke.  I also felt,round about season 4/5 that Clarke had lost interest."
12,1070599731246784512,1070599725949304832,1544085841000,2018-12-06,10:44:01,?aeianei? ?na GTB,2304850908,crownedlemur,Riley @ DFFOO,,"So far this med has literally been a life saver, I can laugh, I can smile and days are no longer a drag all the time. I lost my interest in doing things but that should come back very soon. All in all, I'm doing better!!",[],[],[],1,0,1,[],[],https://twitter.com/CrownedLemur/status/1070599731246784512,False,,0,,,,,,,"[{'user_id': '2304850908', 'username': 'CrownedLemur'}]",,,,,"So far this med has literally been a life saver, I can laugh, I can smile and days are no longer a drag all the time. I lost my interest in doing things but that should come back very soon. All in all, I'm doing better!!"
13,1070417209745387525,1070417029822263296,1544042324000,2018-12-05,22:38:44,?aeianei? ?na GTB,1042147098970476546,zariastone,🔪 Zaria Stone🔪,,I lost interest in things I truly loved doing and enjoyed,[],[],[],0,0,1,[],[],https://twitter.com/ZariaStone/status/1070417209745387525,False,,0,,,,,,,"[{'user_id': '1042147098970476546', 'username': 'ZariaStone'}]",,,,,I lost interest in things I truly loved doing and enjoyed
15,1069602453589499909,1069602453589499909,1543848071000,2018-12-03,16:41:11,?aeianei? ?na GTB,4737440912,neutrallycynic,⛔️ kirishima #2 !!!!!,,Im really sorry for being inactive and going on and off in this account. Work just...took all my time and motivation to do the things i like doing . I honestly lost all interest in like 90% of what i used to love. It's so fucking shitty of me im really sorry,[],[],[],7,0,17,[],[],https://twitter.com/neutrallycynic/status/1069602453589499909,False,,0,,,,,,,"[{'user_id': '4737440912', 'username': 'neutrallycynic'}]",,,,,Im really sorry for being inactive and going on and off in this account. Work just...took all my time and motivation to do the things i like doing . I honestly lost all interest in like 90% of what i used to love. It's so fucking shitty of me im really sorry
16,1069073352109760512,1069073352109760512,1543721924000,2018-12-02,05:38:44,?aeianei? ?na GTB,720702122308804615,cassiecrawfordx,hell sent,,I've been so sad and bored lately SO tomorrow after work I'm going to buy a fat canvas and start painting again because I need to start doing the things that I've lost interest in because depression is a bitch,[],[],[],0,0,3,[],[],https://twitter.com/cassiecrawfordx/status/1069073352109760512,False,,0,,,,,,,"[{'user_id': '720702122308804615', 'username': 'cassiecrawfordx'}]",,,,,I've been so sad and bored lately SO tomorrow after work I'm going to buy a fat canvas and start painting again because I need to start doing the things that I've lost interest in because depression is a bitch
