,id,conversation_id,date,username,tweet_processed,hashtags,tweet_original,target
2508,1022447361841348609,1022447361841348609,2018-07-26,razarumi,"If I am not wrong not a single candidate backed by Hafiz Saeed won the election. Ludhianvi lost too.TLP poor show. The total vote count will show but 
Pakistanis have proved once again they have little appetite for extremism. 
Why are these groups made to represent us? 
End this.",[],"If I am not wrong not a single candidate backed by Hafiz Saeed won the election. Ludhianvi lost too.TLP poor show. The total vote count will show but 
Pakistanis have proved once again they have little appetite for extremism. 
Why are these groups made to represent us? 
End this.",1
2510,1022154461152792576,1022154461152792576,2018-07-25,mvpkay_,"I'm mad sleepy all the time, I don't have an appetite and when I do all I want is chocolate, chips or french fries, my attitude to everybody is piss poor, i'm snappy, I feel groggy and drained, and I don't be wanting to move. Its time for sis to go!😭",[],"I'm mad sleepy all the time, I don't have an appetite and when I do all I want is chocolate, chips or french fries, my attitude to everybody is piss poor, i'm snappy, I feel groggy and drained, and I don't be wanting to move. Its time for sis to go!😭",1
2512,1021925234901839873,1021925234901839873,2018-07-25,bean_burito,"Thanks to the upcoming blood moon and my own poor decisions I’m sad and want to eat, but due to the heat I have no appetite ‘~’",[],"Thanks to the upcoming blood moon and my own poor decisions I’m sad and want to eat, but due to the heat I have no appetite ‘~’",1
2514,1020492109114208256,1020492109114208256,2018-07-21,alphacatpa,"Progress, but really, Mom?

After giving me the appetite stimulant Mom & The Kid had blueberry crepes & bacon for dinner. They didn't have the decency to have chicken, steak or anything poor starving me could share.

At least I got a bite of bacon.",[],"Progress, but really, Mom?

After giving me the appetite stimulant Mom & The Kid had blueberry crepes & bacon for dinner. They didn't have the decency to have chicken, steak or anything poor starving me could share.

At least I got a bite of bacon.",1
2515,1020319921601822720,1020316637851860992,2018-07-20,jichichirong,"i have quite a child-taste-preference LOL and poor appetite during the day so maybe my meal is.... brunch > fruit jelly and water, late lunch > runny egg and macoroni soup?, past midnight > whip myself up a full course meal (mashed potato, ramen, jelly and iced tea as dessert?)",[],"i have quite a child-taste-preference LOL and poor appetite during the day so maybe my meal is.... brunch > fruit jelly and water, late lunch > runny egg and macoroni soup?, past midnight > whip myself up a full course meal (mashed potato, ramen, jelly and iced tea as dessert?)",1
2516,1019674343746387968,1019674343746387968,2018-07-18,amyyypinedaaa,"I don’t have an appetite any more, poor pups guts where all over the road",[],"I don’t have an appetite any more, poor pups guts where all over the road",1
2517,1019578798847807493,1019578798847807493,2018-07-18,tiashanel,I have a very very poor appetite I slick have a love hate relationship with food & probably need to drink more smoothies in place of not eating at all 🤷🏽‍♀️🤷🏽‍♀️,[],I have a very very poor appetite I slick have a love hate relationship with food & probably need to drink more smoothies in place of not eating at all 🤷🏽‍♀️🤷🏽‍♀️,1
2518,1019544094022909952,1019544094022909952,2018-07-18,tuittaryugaku,"「食欲」という意味の""appetite""
という単語を知ってる人は多いはず。
例えば、「食欲旺盛」は
""I have a good/heavy appetite.""
というんだよ。
逆に食欲がいつもない時は
""I have a poor appetite.""
っていうんだよ。",[],"「食欲」という意味の""appetite""
という単語を知ってる人は多いはず。
例えば、「食欲旺盛」は
""I have a good/heavy appetite.""
というんだよ。
逆に食欲がいつもない時は
""I have a poor appetite.""
っていうんだよ。",1
2521,1015512510831575041,1015512510831575041,2018-07-07,tuittaryugaku,"「食欲」という意味の""appetite""
という単語を知ってる人は多いはず。
しかし、
うまく使いこなしているかな。
例えば、「食欲旺盛」は
""I have a good/heavy appetite.""
というんだよ。
逆に食欲がいつもない時は
""I have a poor appetite.""
っていうんだよ。",[],"「食欲」という意味の""appetite""
という単語を知ってる人は多いはず。
しかし、
うまく使いこなしているかな。
例えば、「食欲旺盛」は
""I have a good/heavy appetite.""
というんだよ。
逆に食欲がいつもない時は
""I have a poor appetite.""
っていうんだよ。",1
2522,1015467590745915393,1015467590745915393,2018-07-07,wilsonlvi,I feel like he's eating less because I'm eating so much less (because I have a poor appetite for rich food) and he's gaining weight and what not,[],I feel like he's eating less because I'm eating so much less (because I have a poor appetite for rich food) and he's gaining weight and what not,1
2525,1014146824863707136,1014146824863707136,2018-07-03,lilyembers,"In spite of my best efforts to be chatty I keep shrouding myself in silence. The excuse? My poor Lola had to have major ear surgery and needed a toe removed. She still hasn't quite regained her appetite & is getting lots of TLC.  The sun helps keep her cheery.


 pic.twitter.com/5NBxql4vZC","['#pets', '#bunny']","In spite of my best efforts to be chatty I keep shrouding myself in silence. The excuse? My poor Lola had to have major ear surgery and needed a toe removed. She still hasn't quite regained her appetite & is getting lots of TLC.  The sun helps keep her cheery.

#pets
#bunny pic.twitter.com/5NBxql4vZC",1
