id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1079889364358975494,1079889364358975494,1546300662000,2019-01-01,01:57:42,?aeianei? ?na GTB,1079169575017689090,depressediniowa,DepressedThoughts,,"I am afraid of death.

I don't want to die.

Yet this still does not motivate me to do things I enjoy.

Die happy, or die sad.

Either way, you die so what's the point?

#depression #depressed #depressedthoughts",[],[],[],1,0,1,"['#depression', '#depressed', '#depressedthoughts']",[],https://twitter.com/DepressedinIowa/status/1079889364358975494,False,,0,,,,,,,"[{'user_id': '1079169575017689090', 'username': 'DepressedinIowa'}]",,,,
1079884342598553602,1079884342598553602,1546299465000,2019-01-01,01:37:45,?aeianei? ?na GTB,965707778101841920,bipolarrantsss,Bipolar Khaleesi,,I’m feeling a little unstable at the moment. #bipolardisorder #bipolar #sendhelp #depressed #anxiety,[],[],[],0,0,0,"['#bipolardisorder', '#bipolar', '#sendhelp', '#depressed', '#anxiety']",[],https://twitter.com/BipolarRantsss/status/1079884342598553602,False,,0,,,,,,,"[{'user_id': '965707778101841920', 'username': 'BipolarRantsss'}]",,,,
1079882913498492928,1079882913498492928,1546299124000,2019-01-01,01:32:04,?aeianei? ?na GTB,53937468,colbenjamin,"Ed Benjamin, Writer",,From #veteran owned Front Porch Press (@BulverdeB ) #Depressed ? #PTSD ? List the things you are grateful for #daily and lift yourself out of #depression. https://www.amazon.com/dp/1728767741 ,['bulverdeb'],['https://www.amazon.com/dp/1728767741'],[],0,3,0,"['#veteran', '#depressed', '#ptsd', '#daily', '#depression']",[],https://twitter.com/colbenjamin/status/1079882913498492928,False,,0,,,,,,,"[{'user_id': '53937468', 'username': 'colbenjamin'}, {'user_id': '1051549029522399232', 'username': 'BulverdeB'}]",,,,
1079874704683425792,1079874704683425792,1546297167000,2019-01-01,00:59:27,?aeianei? ?na GTB,1052899185547247616,tell_buddy,Tell A Buddy-Online Counselling & Life Management,,"I love you. #TELLABUDDY
#health #mentalhealth #mindfulness #depression #stress #anxiety #PTSD #suicide #depressed #mentalillness #bipolar #bullying #stop #bully #parenting #best #dating…  https://www.instagram.com/p/BsEb2rtn10Y/?utm_source=ig_twitter_share&igshid=rwly98efgwzi …",[],['https://www.instagram.com/p/BsEb2rtn10Y/?utm_source=ig_twitter_share&igshid=rwly98efgwzi'],[],0,0,1,"['#tellabuddy', '#health', '#mentalhealth', '#mindfulness', '#depression', '#stress', '#anxiety', '#ptsd', '#suicide', '#depressed', '#mentalillness', '#bipolar', '#bullying', '#stop', '#bully', '#parenting', '#best', '#dating']",[],https://twitter.com/tell_buddy/status/1079874704683425792,False,,0,,,,,,,"[{'user_id': '1052899185547247616', 'username': 'tell_buddy'}]",,,,
1079861724369555456,1079861724369555456,1546294072000,2019-01-01,00:07:52,?aeianei? ?na GTB,265621265,andreaaaa031898,andrea☽,,not at hijinx or 360........#depressed,[],[],[],1,0,2,['#depressed'],[],https://twitter.com/Andreaaaa031898/status/1079861724369555456,False,,0,,,,,,,"[{'user_id': '265621265', 'username': 'Andreaaaa031898'}]",,,,
1079860284041449477,1079860284041449477,1546293729000,2019-01-01,00:02:09,?aeianei? ?na GTB,3157905669,drjameszender,Dr. James F. Zender,,"""Depression is so exhausting ... "" #depression #depressed  pic.twitter.com/9CeqRiiZaY",[],[],['https://pbs.twimg.com/media/DvxvNGWXgAA5D3u.jpg'],1,4,4,"['#depression', '#depressed']",[],https://twitter.com/drjameszender/status/1079860284041449477,False,,0,,,,,,,"[{'user_id': '3157905669', 'username': 'drjameszender'}]",,,,
1079859006288453632,1079859006288453632,1546293424000,2018-12-31,23:57:04,?aeianei? ?na GTB,3436332613,aaarkeu,Ark,,"May graham, pero di malasahan.
#Depressed
#Suicidal
#LasLasNa",[],[],[],0,0,1,"['#depressed', '#suicidal', '#laslasna']",[],https://twitter.com/aaarkeu/status/1079859006288453632,False,,0,,,,,,,"[{'user_id': '3436332613', 'username': 'aaarkeu'}]",,,,
1079851682069131267,1079851682069131267,1546291678000,2018-12-31,23:27:58,?aeianei? ?na GTB,1070957019761442816,depressedbaking,Depressed Baking,,"BTW, episode 2 is ready. It's been ready for 2 days. But I'm too #depressed to upload it. Had an argument about a long standing issues in one of my relationships which ended in him saying ""maybe I'll never change so stop badgering me about it."" Basically, 'put up or shut up.'",[],[],[],1,0,0,['#depressed'],[],https://twitter.com/DepressedBaking/status/1079851682069131267,False,,0,,,,,,,"[{'user_id': '1070957019761442816', 'username': 'DepressedBaking'}]",,,,
1079848289044963328,1079848289044963328,1546290869000,2018-12-31,23:14:29,?aeianei? ?na GTB,865859056103301120,elinmadeleineh,Elin-Madeleine Høhrbye Fredriksdottir Strand,,"#When #abusive #people #do #not #get #to #abuse #other #people, #they #do #not #feel #like #superman, #and #then #they #say #that #they #are #depressed... Date, 31.12.17...  pic.twitter.com/0g7JX3C9FP",[],[],['https://pbs.twimg.com/media/DvxkSt6W0AA8x7D.jpg'],0,0,0,"['#when', '#abusive', '#people', '#do', '#not', '#get', '#to', '#abuse', '#other', '#people', '#they', '#do', '#not', '#feel', '#like', '#superman', '#and', '#then', '#they', '#say', '#that', '#they', '#are', '#depressed']",[],https://twitter.com/ElinMadeleineH/status/1079848289044963328,False,,0,,,,,,,"[{'user_id': '865859056103301120', 'username': 'ElinMadeleineH'}]",,,,
1079830469091434496,1079806969899335682,1546286620000,2018-12-31,22:03:40,?aeianei? ?na GTB,1076594053993648128,hananebahou1,Hanane Bahou,,"As far as i see it will probably be my worst year so far 
Not feeling good about it cause everything is falling apart right
 now 😢😢😢😖 #depressed",['billionaire_key'],[],[],3,1,1,['#depressed'],[],https://twitter.com/HananeBahou1/status/1079830469091434496,False,,0,,,,,,,"[{'user_id': '1076594053993648128', 'username': 'HananeBahou1'}, {'user_id': '1013634584448196608', 'username': 'billionaire_key'}]",,,,
