id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
947616815194058752,947616815194058752,1514764429000,2018-01-01,01:53:49,?aeianei? ?na GTB,394744649,livvycusack,olivia cusack 🦋,,7 years ago today me and my fam were dressed up dancing on the promenade deck of the cruise boat after 4 weeks travelling round the Caribbean #depressed #canwegoback #newyearsevetherightway,[],[],[],0,0,0,"['#depressed', '#canwegoback', '#newyearsevetherightway']",[],https://twitter.com/livvycusack/status/947616815194058752,False,,0,,,,,,,"[{'user_id': '394744649', 'username': 'livvycusack'}]",,,,
367069731184209920,367069731184209920,1376351218000,2013-08-13,02:46:58,?aeianei? ?na GTB,394744649,livvycusack,olivia cusack 🦋,,I want to see a shooting star!!!!!! #Depressed #Sad #Noluck 😩💫🌟,[],[],[],0,0,0,"['#depressed', '#sad', '#noluck']",[],https://twitter.com/livvycusack/status/367069731184209920,False,,0,,,,,,,"[{'user_id': '394744649', 'username': 'livvycusack'}]",,,,
947584808263340032,947584808263340032,1514756798000,2017-12-31,23:46:38,?aeianei? ?na GTB,2297392386,phenomvp,фином,,"Jimmy G just keeps lighting it up 
#Depressed",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/PhenoMVP/status/947584808263340032,False,,0,,,,,,,"[{'user_id': '2297392386', 'username': 'PhenoMVP'}]",,,,
985670832331476993,985670832331476993,1523837213000,2018-04-16,03:06:53,?aeianei? ?na GTB,64577258,kadiehelz,Kadie,,So sick of this eating disorder. More than half of my life and it still won’t leave me alone... #eatingdisorder #depressed,[],[],[],0,0,0,"['#eatingdisorder', '#depressed']",[],https://twitter.com/kadiehelz/status/985670832331476993,False,,0,,,,,,,"[{'user_id': '64577258', 'username': 'kadiehelz'}]",,,,
947583112736681984,947583112736681984,1514756393000,2017-12-31,23:39:53,?aeianei? ?na GTB,64577258,kadiehelz,Kadie,,"I need help, but I don't know if anyone/anything CAN help me. So #depressed. I just want to give up. I'm so angry that my life has come to this point.",[],[],[],0,0,0,['#depressed'],[],https://twitter.com/kadiehelz/status/947583112736681984,False,,0,,,,,,,"[{'user_id': '64577258', 'username': 'kadiehelz'}]",,,,
439930246351949824,439930246351949824,1393722518000,2014-03-02,03:08:38,?aeianei? ?na GTB,64577258,kadiehelz,Kadie,,It seems that the only things I have the motivation to do are to go to work and to exercise. Nothing more. #depressed #fatandsad,[],[],[],0,0,0,"['#depressed', '#fatandsad']",[],https://twitter.com/kadiehelz/status/439930246351949824,False,,0,,,,,,,"[{'user_id': '64577258', 'username': 'kadiehelz'}]",,,,
261664419908567040,261664419908567040,1351220633000,2012-10-26,06:03:53,?aeianei? ?na GTB,64577258,kadiehelz,Kadie,,I wish I could look in the mirror & feel good about myself for once. #ugly #fat #depressed,[],[],[],0,0,0,"['#ugly', '#fat', '#depressed']",[],https://twitter.com/kadiehelz/status/261664419908567040,False,,0,,,,,,,"[{'user_id': '64577258', 'username': 'kadiehelz'}]",,,,
237277994119479297,237277994119479297,1345406456000,2012-08-19,23:00:56,?aeianei? ?na GTB,64577258,kadiehelz,Kadie,,I hate feeling a certain way and not knowing why #depressed #depression,[],[],[],0,0,0,"['#depressed', '#depression']",[],https://twitter.com/kadiehelz/status/237277994119479297,False,,0,,,,,,,"[{'user_id': '64577258', 'username': 'kadiehelz'}]",,,,
982044956721213440,982044956721213440,1522972737000,2018-04-06,02:58:57,?aeianei? ?na GTB,1511023807,ohheyitsliss_et,Lisset,,#im #fucking #depressed,[],[],[],0,2,0,"['#im', '#fucking', '#depressed']",[],https://twitter.com/ohheyitsliss_et/status/982044956721213440,False,,0,,,,,,,"[{'user_id': '1511023807', 'username': 'ohheyitsliss_et'}]",,,,
947571580413997056,947571580413997056,1514753644000,2017-12-31,22:54:04,?aeianei? ?na GTB,1511023807,ohheyitsliss_et,Lisset,,AND I have to be at work tomorrow at 10am #depressed,[],[],[],0,0,0,['#depressed'],[],https://twitter.com/ohheyitsliss_et/status/947571580413997056,False,,0,,,,,,,"[{'user_id': '1511023807', 'username': 'ohheyitsliss_et'}]",,,,
821905710107672577,821905710107672577,1484792566000,2017-01-19,04:22:46,?aeianei? ?na GTB,1511023807,ohheyitsliss_et,Lisset,,#I #Am #So #Depressed,[],[],[],0,1,0,"['#i', '#am', '#so', '#depressed']",[],https://twitter.com/ohheyitsliss_et/status/821905710107672577,False,,0,,,,,,,"[{'user_id': '1511023807', 'username': 'ohheyitsliss_et'}]",,,,
947529940462956545,947529940462956545,1514743716000,2017-12-31,20:08:36,?aeianei? ?na GTB,931643379905114113,ungeliebtesm,ᴬˡᵒᶰᵉ-ᵂᵒˡᶠ,,"Kennst du diesen Moment, wenn du Züge, Autos, Springseile, Messer oder Brücken nicht mehr als Gegenstände wahrnimmst, sondern als Möglichkeit dich umzubringen?
#depressed",[],[],[],1,0,2,['#depressed'],[],https://twitter.com/UngeliebtesM/status/947529940462956545,False,,0,,,,,,,"[{'user_id': '931643379905114113', 'username': 'UngeliebtesM'}]",,,,
